Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
20/05/2021;20:00;0,38;0,22;2;22;20;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;19:00;0,32;0,21;2;21;18;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;18:00;0,21;0,23;3;22;18;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;17:00;0,22;0,26;4;23;17;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;16:00;0,21;0,27;2;13;10;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;15:00;0,2;0,28;4;17;11;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;14:00;0,17;0,3;3;14;10;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;13:00;0,16;0,32;1;11;9;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;12:00;0,25;0,34;2;10;6;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;11:00;0,33;0,34;6;24;16;Muy bueno / Oso ona;9,65;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;10:00;0,43;0,32;9;34;21;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;6,61;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;09:00;0,4;0,29;15;52;29;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;6,86;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;08:00;0,3;0,29;14;50;29;Muy bueno / Oso ona;9,05;Muy bueno / Oso ona;6,91;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;07:00;0,29;0,29;15;51;29;Muy bueno / Oso ona;8,76;Muy bueno / Oso ona;6,95;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;06:00;0,3;0,28;14;46;26;Muy bueno / Oso ona;8,43;Muy bueno / Oso ona;6,86;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;05:00;0,38;0,28;38;95;38;Muy bueno / Oso ona;8;Muy bueno / Oso ona;6,64;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;04:00;0,27;0,26;4;27;21;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;6,18;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;03:00;0,29;0,24;8;40;28;Muy bueno / Oso ona;7;Muy bueno / Oso ona;5,82;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;02:00;0,25;0,22;1;10;9;Muy bueno / Oso ona;6,57;Muy bueno / Oso ona;5,59;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2021;01:00;0,25;0,19;0;7;6;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;5,23;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;24:00;0,27;0,16;0;9;8;Muy bueno / Oso ona;6,1;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;23:00;0,29;0,15;0;11;11;Muy bueno / Oso ona;6;Muy bueno / Oso ona;4,91;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;22:00;0,29;0,12;2;15;13;Muy bueno / Oso ona;5,95;Muy bueno / Oso ona;4,86;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;21:00;0,31;0,1;3;19;15;Muy bueno / Oso ona;5,76;Muy bueno / Oso ona;4,91;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;20:00;0,13;0,1;2;20;18;Muy bueno / Oso ona;5,48;Muy bueno / Oso ona;4,86;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;19:00;0,11;0,1;4;22;16;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;4,68;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;18:00;0,07;0,1;5;22;14;Muy bueno / Oso ona;5,19;Muy bueno / Oso ona;4,27;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;17:00;0,07;0,11;6;22;13;Muy bueno / Oso ona;5,14;Muy bueno / Oso ona;3,91;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;16:00;0,05;0,15;4;17;11;Muy bueno / Oso ona;5,24;Muy bueno / Oso ona;3,86;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;15:00;0,07;0,19;3;15;11;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;4,05;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;14:00;0,12;0,23;5;19;12;Muy bueno / Oso ona;5,81;Muy bueno / Oso ona;4,05;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;13:00;0,13;0,26;5;20;12;Muy bueno / Oso ona;5,76;Muy bueno / Oso ona;3,91;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;12:00;0,17;0,28;5;20;12;Muy bueno / Oso ona;5,76;Muy bueno / Oso ona;3,95;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;11:00;;0,3;;;;Sin datos / Daturik gabe;5,91;Muy bueno / Oso ona;4,05;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/05/2021;10:00;;0,29;;;;Sin datos / Daturik gabe;5,96;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/05/2021;09:00;0,28;0,29;5;18;11;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;08:00;0,29;0,29;3;17;13;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;07:00;0,33;0,29;8;34;23;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;06:00;0,32;0,28;3;23;18;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;05:00;0,3;0,28;4;21;15;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;04:00;0,29;0,28;1;10;8;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;03:00;0,27;0,29;0;3;3;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;02:00;0,28;0,3;1;7;5;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2021;01:00;0,28;0,31;0;5;4;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;24:00;0,27;0,33;0;5;5;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;23:00;0,28;0,33;1;7;6;Muy bueno / Oso ona;10,33;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;22:00;0,29;0,34;3;12;8;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;21:00;0,3;0,32;2;16;13;Muy bueno / Oso ona;10,71;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;20:00;0,32;0,3;2;17;15;Muy bueno / Oso ona;11,04;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;19:00;0,34;0,28;3;19;14;Muy bueno / Oso ona;11,25;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;18:00;0,34;0,26;5;27;19;Muy bueno / Oso ona;11,5;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;17:00;0,36;0,25;4;22;17;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;16:00;0,38;0,24;5;25;17;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;15:00;0,36;0,24;4;21;15;Muy bueno / Oso ona;11,71;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;14:00;0,24;0,25;5;17;9;Muy bueno / Oso ona;11,42;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;13:00;0,15;0,27;2;10;7;Muy bueno / Oso ona;11,54;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;12:00;0,15;0,3;3;11;7;Muy bueno / Oso ona;11,92;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;11:00;0,18;0,32;4;13;7;Muy bueno / Oso ona;12,08;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;10:00;0,21;0,33;2;10;7;Muy bueno / Oso ona;12,25;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;09:00;0,25;0,34;6;23;14;Muy bueno / Oso ona;12,29;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;08:00;0,37;0,33;18;64;38;Muy bueno / Oso ona;12,13;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;07:00;0,36;0,33;16;65;41;Bueno / Ona;12,17;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
18/05/2021;06:00;0,4;0,31;21;68;36;Muy bueno / Oso ona;12,21;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;05:00;0,38;0,3;15;57;34;Muy bueno / Oso ona;12,04;Muy bueno / Oso ona;6;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;04:00;0,31;0,29;4;36;29;Muy bueno / Oso ona;11,63;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;03:00;0,3;0,29;7;45;35;Muy bueno / Oso ona;11,25;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;02:00;0,29;0,3;2;23;20;Muy bueno / Oso ona;10,92;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/05/2021;01:00;0,29;0,32;3;19;15;Muy bueno / Oso ona;10,96;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;24:00;0,27;0,33;0;13;13;Muy bueno / Oso ona;10,88;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;23:00;0,27;0,32;0;9;9;Muy bueno / Oso ona;11;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;22:00;0,28;0,32;1;10;9;Muy bueno / Oso ona;10,88;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;21:00;0,29;0,31;3;20;16;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;20:00;0,32;0,29;2;17;15;Muy bueno / Oso ona;10,75;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;19:00;0,34;0,28;3;18;14;Muy bueno / Oso ona;10,75;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;18:00;0,38;0,26;4;18;12;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;17:00;0,37;0,24;5;22;14;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;16:00;0,31;0,23;3;13;9;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;15:00;0,25;0,23;3;13;9;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;14:00;0,23;0,24;5;20;13;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;13:00;0,19;0,24;4;19;12;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;12:00;0,19;0,25;5;17;9;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;11:00;0,21;0,25;5;19;11;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;10:00;0,23;0,26;3;11;7;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;09:00;0,27;0,26;5;17;9;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;08:00;0,27;0,25;5;23;16;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;07:00;0,29;0,25;8;38;26;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;06:00;0,28;0,24;3;25;21;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;05:00;0,26;0,24;2;12;10;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;04:00;0,23;0,24;0;5;5;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;03:00;0,23;0,25;0;3;3;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;02:00;0,23;0,25;0;2;2;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
17/05/2021;01:00;0,24;0,25;0;3;3;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;24:00;0,24;0,25;0;3;3;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;23:00;0,26;0,26;1;9;8;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;22:00;0,27;0,26;1;11;11;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;21:00;0,27;0,26;2;16;14;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;20:00;0,26;0,26;2;19;16;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;19:00;0,25;0,27;2;17;15;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;18:00;0,25;0,27;4;21;15;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;17:00;0,24;0,28;3;14;10;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;16:00;0,26;0,28;2;11;8;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;15:00;0,26;0,28;2;10;7;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;14:00;0,28;0,28;4;15;10;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;13:00;0,3;0,28;3;14;9;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;12:00;0,3;0,27;4;15;9;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;11:00;0,29;0,26;3;15;11;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;10:00;0,29;0,25;2;12;9;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;09:00;0,29;0,25;2;10;7;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;08:00;0,27;0,24;3;10;5;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;07:00;0,24;0,24;1;4;2;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;06:00;0,25;0,24;1;3;1;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;05:00;0,23;0,25;0;2;1;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;04:00;0,23;0,26;0;0;0;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;03:00;0,24;0,28;0;2;2;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;02:00;0,24;0,3;0;2;2;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2021;01:00;0,25;0,31;0;2;2;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;24:00;0,26;0,32;0;2;2;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;23:00;0,27;0,33;0;3;2;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;22:00;0,27;0,33;1;4;3;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;21:00;0,28;0,34;1;7;5;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;20:00;0,37;0,34;2;11;8;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;19:00;0,35;0,33;1;7;5;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;18:00;0,37;0,33;3;11;7;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;17:00;0,34;0,32;2;10;6;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;16:00;0,33;0,32;2;10;7;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;15:00;0,32;0,31;1;7;5;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;14:00;0,34;0,3;2;10;6;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;13:00;0,33;0,3;2;8;5;Muy bueno / Oso ona;8;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;12:00;0,28;0,3;2;9;6;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;11:00;0,33;0,31;3;12;7;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;10:00;0,33;0,31;3;12;8;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;09:00;0,3;0,32;1;10;8;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;08:00;0,28;0,32;2;10;8;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;07:00;0,28;0,33;1;8;6;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;06:00;0,29;0,34;1;7;5;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;05:00;0,33;0,35;2;20;18;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;04:00;0,32;0,35;6;41;32;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;03:00;0,35;0,36;4;37;32;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2021;02:00;0,36;0,35;9;55;41;Bueno / Ona;7,33;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
