Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
15/05/2021;01:00;0,36;0,34;6;46;38;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;24:00;0,34;0,32;1;30;29;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;23:00;0,35;0,31;1;28;27;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;22:00;0,37;0,29;2;36;33;Muy bueno / Oso ona;6;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;21:00;0,37;0,27;3;35;30;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;20:00;0,37;0,25;3;22;18;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;19:00;0,35;0,23;3;19;14;Muy bueno / Oso ona;5;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;18:00;0,29;0,21;6;30;21;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;17:00;0,23;0,21;4;20;14;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;16:00;0,22;0,22;2;13;10;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;15:00;0,21;0,24;2;11;9;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;14:00;0,19;0,25;4;13;8;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;13:00;0,2;0,26;4;13;8;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;12:00;0,23;0,27;4;13;7;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;11:00;0,2;0,27;4;12;6;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;10:00;0,22;0,28;4;13;7;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;09:00;0,27;0,27;3;13;9;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;08:00;0,33;0,27;11;47;31;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;07:00;0,3;0,26;7;42;31;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;06:00;0,32;0,25;11;60;45;Bueno / Ona;6,46;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
14/05/2021;05:00;0,28;0,25;2;30;27;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;04:00;0,25;0,27;1;11;10;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;03:00;0,23;0,3;0;3;3;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;02:00;0,23;0,34;0;2;2;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2021;01:00;0,23;0,38;0;2;2;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;24:00;0,23;0,41;0;2;2;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;23:00;0,25;0,42;0;3;3;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;22:00;0,29;0,45;2;14;10;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;21:00;0,31;0,47;2;17;14;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;20:00;0,46;0,48;3;22;17;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;19:00;0,48;0,47;6;28;20;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;18:00;0,49;0,46;7;33;22;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;17:00;0,51;0,45;9;41;28;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;16:00;0,48;0,43;7;30;20;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;15:00;0,46;0,42;4;17;10;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;14:00;0,46;0,42;4;17;11;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;13:00;0,47;0,41;4;19;13;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;12:00;0,45;0,39;4;15;9;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;11:00;0,43;0,37;2;13;10;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;10:00;0,41;0,36;4;15;9;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;6;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;09:00;0,37;0,35;4;19;12;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;08:00;0,35;0,34;14;54;32;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;6;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;07:00;0,46;0,33;45;119;50;Bueno / Ona;7,75;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
13/05/2021;06:00;0,4;0,31;39;103;43;Bueno / Ona;7,13;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
13/05/2021;05:00;0,35;0,3;15;58;35;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;04:00;0,3;0,3;1;13;12;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;03:00;0,28;0,3;0;6;6;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;02:00;0,33;0,3;3;26;21;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/05/2021;01:00;0,29;0,31;0;6;6;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;24:00;0,29;0,31;0;6;6;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;23:00;0,3;0,31;1;6;6;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;22:00;0,3;0,32;0;6;6;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;21:00;0,3;0,32;2;13;11;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;20:00;0,32;0,31;1;13;11;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;19:00;0,31;0,3;3;20;16;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;18:00;0,32;0,29;4;18;13;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;17:00;0,33;0,29;5;25;18;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;16:00;0,34;0,28;5;23;16;Muy bueno / Oso ona;8;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;15:00;0,36;0,27;5;20;13;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;14:00;0,34;0,26;4;17;12;Muy bueno / Oso ona;8;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;13:00;0,25;0,26;5;21;13;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;12:00;0,19;0,27;2;10;7;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;11:00;0,26;0,28;3;11;7;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;10:00;0,28;0,27;3;12;8;Muy bueno / Oso ona;7;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;09:00;0,26;0,27;3;12;8;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;08:00;0,29;0,27;3;12;8;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;07:00;0,3;0,27;3;16;11;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;06:00;0,28;0,28;2;10;7;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;05:00;0,27;0,28;1;6;4;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;04:00;0,27;0,3;0;4;4;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;03:00;0,27;0,33;0;2;2;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;02:00;0,27;0,36;0;2;2;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/05/2021;01:00;0,26;0,36;0;4;3;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;24:00;0,27;0,36;0;6;6;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;23:00;0,34;0,34;3;33;28;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;22:00;0,34;0,33;4;28;22;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;21:00;0,33;0,32;3;22;19;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;20:00;0,48;0,3;3;25;22;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;19:00;0,44;0,27;5;29;21;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;18:00;0,37;0,24;5;26;19;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;17:00;0,25;0,24;2;13;10;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;16:00;0,23;0,25;2;12;9;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;15:00;0,23;0,26;3;14;10;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;14:00;0,26;0,26;6;21;12;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;13:00;0,26;0,27;3;13;9;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;12:00;0,25;0,27;5;16;9;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;11:00;0,22;0,28;2;11;8;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;10:00;0,24;0,28;3;11;7;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;09:00;0,29;0,28;4;13;7;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;08:00;0,28;0,28;5;20;12;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;07:00;0,3;0,28;6;35;25;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;06:00;0,31;0,28;4;29;23;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;05:00;0,28;0,28;1;14;13;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;04:00;0,27;0,29;1;9;8;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;03:00;0,26;0,29;0;3;3;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;02:00;0,27;0,29;2;5;2;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
11/05/2021;01:00;0,29;0,28;0;3;3;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;24:00;0,3;0,27;1;8;8;Muy bueno / Oso ona;6;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;23:00;0,3;0,26;0;8;8;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;22:00;0,3;0,24;1;7;6;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;21:00;0,31;0,23;1;13;12;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;20:00;0,3;0,21;2;17;15;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;19:00;0,28;0,19;3;19;15;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;18:00;0,24;0,19;4;20;14;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;17:00;0,2;0,2;1;13;11;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;16:00;0,18;0,21;2;15;12;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;15:00;0,17;0,22;3;12;7;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;14:00;0,17;0,23;4;15;9;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;13:00;0,18;0,24;3;12;7;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;12:00;0,18;0,25;3;11;8;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;11:00;0,23;0,26;3;13;8;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;10:00;0,28;0,26;3;15;10;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;09:00;0,28;0,25;4;16;10;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;08:00;0,27;0,25;5;21;13;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;07:00;0,26;0,25;3;17;13;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;06:00;0,25;0,25;1;15;14;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;05:00;0,24;0,26;0;6;6;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;04:00;0,24;0,26;0;5;5;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;03:00;0,25;0,26;0;7;6;Muy bueno / Oso ona;8;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;02:00;0,26;0,26;0;6;6;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
10/05/2021;01:00;0,26;0,26;0;5;5;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;24:00;0,27;0,26;0;5;5;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;23:00;0,29;0,26;0;6;6;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;22:00;0,28;0,25;1;8;7;Muy bueno / Oso ona;11,21;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;21:00;0,27;0,25;1;9;7;Muy bueno / Oso ona;11,79;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;20:00;0,25;0,25;1;8;6;Muy bueno / Oso ona;12,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;19:00;0,27;0,25;2;11;8;Muy bueno / Oso ona;12,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;18:00;0,27;0,24;1;9;7;Muy bueno / Oso ona;13,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;17:00;0,26;0,25;1;9;7;Muy bueno / Oso ona;13,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;16:00;0,26;0,25;1;7;5;Muy bueno / Oso ona;13,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;15:00;0,2;0,25;1;6;4;Muy bueno / Oso ona;13,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;14:00;0,27;0,26;2;9;6;Muy bueno / Oso ona;13,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;13:00;0,28;0,25;1;10;8;Muy bueno / Oso ona;13,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;12:00;0,25;0,24;1;7;5;Muy bueno / Oso ona;13,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;11:00;0,2;0,24;1;7;5;Muy bueno / Oso ona;13,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;10:00;0,28;0,25;1;9;7;Muy bueno / Oso ona;13,88;Muy bueno / Oso ona;11,17;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
09/05/2021;09:00;0,28;0,24;1;9;7;Muy bueno / Oso ona;13,96;Muy bueno / Oso ona;11;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
09/05/2021;08:00;0,26;0,24;1;9;8;Muy bueno / Oso ona;14,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
09/05/2021;07:00;0,25;0,24;1;11;10;Muy bueno / Oso ona;14,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
